"TREE_UNIQUE_ID","PLOT_UNIQUE_ID","SPCD","PLOT","SUBPLOT","SPCDS","COUNTYCD","STATECD","PLT_CN","INVYR","CYCLE","MEASYEAR","CN","COND_CN","CONDID","STATUSCD","DIA","HT","TPA_UNADJ","last_meas_year","last_status","last_DIA","next_meas_year","is_sapling_measured","new_sapling","sapling_sapling","sapling_tree","sapling_dead","sapling_removed","sapling_vanishes_next_year","sapling_not_sampled","sapling_not_measured"
"9_1_11_630_4_1","9_1_11_630",541,630,4,1,11,9,304031887489998,2016,7,2016,459832903489998,459832860489998,1,2,NA,NA,NA,2012,1,1.4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_654_2_1","9_1_11_654",379,654,2,1,11,9,55917732010538,2003,5,2003,55917758010538,55917736010538,2,1,3,28,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_654_2_1","9_1_11_654",379,654,2,1,11,9,119774115010661,2008,6,2008,207502580010661,207502572010661,2,0,NA,NA,NA,2003,1,3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_654_2_15","9_1_11_654",316,654,2,1,11,9,567481514126144,2020,8,2020,1225589690290487,1225589672290487,2,1,1.6,16,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_654_2_16","9_1_11_654",531,654,2,1,11,9,567481514126144,2020,8,2020,1225589691290487,1225589672290487,2,1,1.8,12,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_654_2_17","9_1_11_654",531,654,2,1,11,9,567481514126144,2020,8,2020,1225589692290487,1225589672290487,2,1,1.5,13,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_654_2_2","9_1_11_654",403,654,2,1,11,9,55917732010538,2003,5,2003,55917760010538,55917736010538,2,1,4.1,45,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_654_2_2","9_1_11_654",403,654,2,1,11,9,119774115010661,2008,6,2008,207502581010661,207502572010661,2,0,NA,NA,NA,2003,1,4.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_654_2_3","9_1_11_654",762,654,2,1,11,9,55917732010538,2003,5,2003,55917762010538,55917736010538,2,1,3.6,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_654_2_3","9_1_11_654",762,654,2,1,11,9,119774115010661,2008,6,2008,207502582010661,207502572010661,2,0,NA,NA,NA,2003,1,3.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_654_2_8","9_1_11_654",316,654,2,1,11,9,14167101020004,2013,7,2013,255170108489998,255170095489998,2,1,1.8,16,74.965282,NA,NA,NA,2020,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_654_2_8","9_1_11_654",316,654,2,1,11,9,567481514126144,2020,8,2020,1225589683290487,1225589672290487,2,1,2.4,24,74.965282,2013,1,1.8,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_654_2_9","9_1_11_654",379,654,2,1,11,9,14167101020004,2013,7,2013,255170109489998,255170095489998,2,1,3.3,28,74.965282,NA,NA,NA,2020,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_654_2_9","9_1_11_654",379,654,2,1,11,9,567481514126144,2020,8,2020,1225589684290487,1225589672290487,2,2,NA,NA,NA,2013,1,3.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_662_1_1","9_1_11_662",701,662,1,1,11,9,55917773010538,2003,5,2003,55917813010538,55917775010538,1,1,1.3,14,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_1_1","9_1_11_662",701,662,1,1,11,9,119774299010661,2008,6,2008,207502596010661,207502591010661,1,2,NA,NA,NA,2003,1,1.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_662_1_23","9_1_11_662",701,662,1,1,11,9,14167036020004,2013,7,2013,255168027489998,255167992489998,1,1,1,16,74.965282,NA,NA,NA,2020,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_1_23","9_1_11_662",701,662,1,1,11,9,567481528126144,2020,8,2020,1225590197290487,1225590164290487,1,1,1.2,20,74.965282,2013,1,1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_662_2_1","9_1_11_662",391,662,2,1,11,9,55917773010538,2003,5,2003,55917825010538,55917775010538,1,1,1.2,14,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_1","9_1_11_662",391,662,2,1,11,9,119774299010661,2008,6,2008,207502603010661,207502591010661,1,1,1.4,15,74.965282,2003,1,1.2,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_1","9_1_11_662",391,662,2,1,11,9,14167036020004,2013,7,2013,255168028489998,255167992489998,1,1,1.5,14,74.965282,2008,1,1.4,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_1","9_1_11_662",391,662,2,1,11,9,567481528126144,2020,8,2020,1225590199290487,1225590164290487,1,1,1.8,16,74.965282,2013,1,1.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_662_2_2","9_1_11_662",391,662,2,1,11,9,55917773010538,2003,5,2003,55917827010538,55917775010538,1,1,2.4,18,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_2","9_1_11_662",391,662,2,1,11,9,119774299010661,2008,6,2008,207502604010661,207502591010661,1,2,NA,NA,NA,2003,1,2.4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_662_2_3","9_1_11_662",391,662,2,1,11,9,55917773010538,2003,5,2003,55917829010538,55917775010538,1,1,1,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_3","9_1_11_662",391,662,2,1,11,9,119774299010661,2008,6,2008,207502605010661,207502591010661,1,1,1,14,74.965282,2003,1,1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_3","9_1_11_662",391,662,2,1,11,9,14167036020004,2013,7,2013,255168029489998,255167992489998,1,2,NA,NA,NA,2008,1,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_662_2_4","9_1_11_662",541,662,2,1,11,9,55917773010538,2003,5,2003,55917831010538,55917775010538,1,1,1,12,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_4","9_1_11_662",541,662,2,1,11,9,119774299010661,2008,6,2008,207502606010661,207502591010661,1,1,1.1,14,74.965282,2003,1,1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_4","9_1_11_662",541,662,2,1,11,9,14167036020004,2013,7,2013,255168030489998,255167992489998,1,1,1.2,15,74.965282,2008,1,1.1,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_4","9_1_11_662",541,662,2,1,11,9,567481528126144,2020,8,2020,1225590200290487,1225590164290487,1,1,1.6,18,74.965282,2013,1,1.2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_662_2_9","9_1_11_662",701,662,2,1,11,9,119774299010661,2008,6,2008,207502611010661,207502591010661,1,1,1,14,74.965282,NA,NA,NA,2013,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_9","9_1_11_662",701,662,2,1,11,9,14167036020004,2013,7,2013,255168035489998,255167992489998,1,1,1.1,12,74.965282,2008,1,1,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_2_9","9_1_11_662",701,662,2,1,11,9,567481528126144,2020,8,2020,1225590205290487,1225590164290487,1,1,1.5,16,74.965282,2013,1,1.1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_662_3_1","9_1_11_662",391,662,3,1,11,9,55917773010538,2003,5,2003,55917841010538,55917775010538,1,1,2,25,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_3_1","9_1_11_662",391,662,3,1,11,9,119774299010661,2008,6,2008,207502612010661,207502591010661,1,2,NA,NA,NA,2003,1,2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_662_3_2","9_1_11_662",391,662,3,1,11,9,55917773010538,2003,5,2003,55917843010538,55917775010538,1,1,1.8,25,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_3_2","9_1_11_662",391,662,3,1,11,9,119774299010661,2008,6,2008,207502613010661,207502591010661,1,1,1.8,23,74.965282,2003,1,1.8,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_3_2","9_1_11_662",391,662,3,1,11,9,14167036020004,2013,7,2013,255168036489998,255167992489998,1,1,1.8,21,74.965282,2008,1,1.8,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_3_2","9_1_11_662",391,662,3,1,11,9,567481528126144,2020,8,2020,1225590206290487,1225590164290487,1,2,NA,NA,NA,2013,1,1.8,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_662_4_1","9_1_11_662",316,662,4,1,11,9,55917773010538,2003,5,2003,55917855010538,55917775010538,1,1,1.5,16,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_662_4_1","9_1_11_662",316,662,4,1,11,9,119774299010661,2008,6,2008,207502619010661,207502591010661,1,2,NA,NA,NA,2003,1,1.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_665_1_20","9_1_11_665",837,665,1,1,11,9,74335723010538,2006,5,2006,74335808010538,74335728010538,1,1,3,29,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_1_20","9_1_11_665",837,665,1,1,11,9,220913547010661,2011,6,2012,28473541020004,28473526020004,1,1,3,29,74.965282,2006,1,3,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_1_20","9_1_11_665",837,665,1,1,11,9,373850960489998,2017,7,2018,509574585126144,509574570126144,1,0,NA,NA,NA,2012,1,3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_665_1_21","9_1_11_665",68,665,1,1,11,9,74335723010538,2006,5,2006,74335810010538,74335728010538,1,1,2.2,18,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_1_21","9_1_11_665",68,665,1,1,11,9,220913547010661,2011,6,2012,28473542020004,28473526020004,1,2,NA,NA,NA,2006,1,2.2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_665_2_11","9_1_11_665",372,665,2,1,11,9,74335723010538,2006,5,2006,74335830010538,74335728010538,1,1,3.4,32,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_11","9_1_11_665",372,665,2,1,11,9,220913547010661,2011,6,2012,28473553020004,28473526020004,1,1,3.4,32,74.965282,2006,1,3.4,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_11","9_1_11_665",372,665,2,1,11,9,373850960489998,2017,7,2018,509574596126144,509574570126144,1,0,NA,NA,NA,2012,1,3.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_665_2_12","9_1_11_665",372,665,2,1,11,9,74335723010538,2006,5,2006,74335832010538,74335728010538,1,1,4.6,38,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_12","9_1_11_665",372,665,2,1,11,9,220913547010661,2011,6,2012,28473554020004,28473526020004,1,1,4.4,37,74.965282,2006,1,4.6,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_12","9_1_11_665",372,665,2,1,11,9,373850960489998,2017,7,2018,509574597126144,509574570126144,1,0,NA,NA,NA,2012,1,4.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_665_2_13","9_1_11_665",316,665,2,1,11,9,74335723010538,2006,5,2006,74335788010538,74335728010538,1,1,1.6,19,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_13","9_1_11_665",316,665,2,1,11,9,220913547010661,2011,6,2012,28473555020004,28473526020004,1,2,NA,NA,NA,2006,1,1.6,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_665_2_14","9_1_11_665",372,665,2,1,11,9,74335723010538,2006,5,2006,74335754010538,74335728010538,1,1,4.2,36,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_14","9_1_11_665",372,665,2,1,11,9,220913547010661,2011,6,2012,28473556020004,28473526020004,1,1,4.4,37,74.965282,2006,1,4.2,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_2_14","9_1_11_665",372,665,2,1,11,9,373850960489998,2017,7,2018,509574598126144,509574570126144,1,0,NA,NA,NA,2012,1,4.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_665_4_15","9_1_11_665",68,665,4,1,11,9,74335723010538,2006,5,2006,74335786010538,74335728010538,1,1,1.1,11,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_4_15","9_1_11_665",68,665,4,1,11,9,220913547010661,2011,6,2012,28473574020004,28473526020004,1,1,1.1,11,74.965282,2006,1,1.1,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_665_4_15","9_1_11_665",68,665,4,1,11,9,373850960489998,2017,7,2018,509574616126144,509574570126144,1,0,NA,NA,NA,2012,1,1.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_672_1_22","9_1_11_672",318,672,1,1,11,9,220913539010661,2011,6,2012,28473589020004,28473581020004,1,1,3.2,30,74.965282,NA,NA,NA,2018,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_672_1_22","9_1_11_672",318,672,1,1,11,9,373850939489998,2017,7,2018,509573957126144,509573949126144,1,1,3.8,40,74.965282,2012,1,3.2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_1_1","9_1_11_67",391,67,1,1,11,9,247050467010661,2012,6,2012,188372579020004,188372560020004,1,1,1.5,18,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_1_1","9_1_11_67",391,67,1,1,11,9,503649758126144,2019,7,2019,729140082290487,729140065290487,1,1,2.3,20,74.965282,2012,1,1.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_1_2","9_1_11_67",391,67,1,1,11,9,247050467010661,2012,6,2012,188372580020004,188372560020004,1,1,2.2,24,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_1_2","9_1_11_67",391,67,1,1,11,9,503649758126144,2019,7,2019,729140083290487,729140065290487,1,1,2.3,18,74.965282,2012,1,2.2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_2_1","9_1_11_67",372,67,2,1,11,9,247050467010661,2012,6,2012,188372586020004,188372560020004,1,1,2.6,27,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_2_1","9_1_11_67",372,67,2,1,11,9,503649758126144,2019,7,2019,729140089290487,729140065290487,1,1,3.3,37,74.965282,2012,1,2.6,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_2_2","9_1_11_67",316,67,2,1,11,9,247050467010661,2012,6,2012,188372587020004,188372560020004,1,1,3.7,33,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_2_2","9_1_11_67",316,67,2,1,11,9,503649758126144,2019,7,2019,729140090290487,729140065290487,1,1,3.7,32,74.965282,2012,1,3.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_3_1","9_1_11_67",372,67,3,1,11,9,247050467010661,2012,6,2012,188372593020004,188372560020004,1,1,1.9,21,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_3_1","9_1_11_67",372,67,3,1,11,9,503649758126144,2019,7,2019,729140097290487,729140065290487,1,1,2,24,74.965282,2012,1,1.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_3_2","9_1_11_67",391,67,3,1,11,9,247050467010661,2012,6,2012,188372594020004,188372560020004,1,1,1.2,16,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_3_2","9_1_11_67",391,67,3,1,11,9,503649758126144,2019,7,2019,729140098290487,729140065290487,1,1,1.6,18,74.965282,2012,1,1.2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_3_8","9_1_11_67",391,67,3,1,11,9,503649758126144,2019,7,2019,729140104290487,729140065290487,1,1,1,11,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_4_1","9_1_11_67",391,67,4,1,11,9,247050467010661,2012,6,2012,188372600020004,188372560020004,1,1,2.7,27,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_4_1","9_1_11_67",391,67,4,1,11,9,503649758126144,2019,7,2019,729140105290487,729140065290487,1,1,3.1,24,74.965282,2012,1,2.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_4_2","9_1_11_67",391,67,4,1,11,9,247050467010661,2012,6,2012,188372601020004,188372560020004,1,1,1.4,17,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_67_4_2","9_1_11_67",391,67,4,1,11,9,503649758126144,2019,7,2019,729140106290487,729140065290487,1,1,1.7,15,74.965282,2012,1,1.4,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_4_7","9_1_11_67",391,67,4,1,11,9,503649758126144,2019,7,2019,729140111290487,729140065290487,1,1,1.1,12,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_4_8","9_1_11_67",701,67,4,1,11,9,503649758126144,2019,7,2019,729140112290487,729140065290487,1,1,1.3,12,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_67_4_9","9_1_11_67",391,67,4,1,11,9,503649758126144,2019,7,2019,729140113290487,729140065290487,1,1,1.2,14,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_28","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141251290487,729141236290487,1,1,2.1,20,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_29","9_1_11_693",371,693,1,1,11,9,503649918126144,2019,8,2019,729141252290487,729141236290487,1,1,1.6,19,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_30","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141253290487,729141236290487,1,1,1.3,19,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_31","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141254290487,729141236290487,1,1,1,18,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_32","9_1_11_693",371,693,1,1,11,9,503649918126144,2019,8,2019,729141255290487,729141236290487,1,1,1.7,17,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_33","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141256290487,729141236290487,1,1,1.1,17,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_34","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141257290487,729141236290487,1,1,1.9,20,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_35","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141258290487,729141236290487,1,1,1.6,19,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_36","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141259290487,729141236290487,1,1,1.5,18,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_37","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141260290487,729141236290487,1,1,1.6,20,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_1_38","9_1_11_693",372,693,1,1,11,9,503649918126144,2019,8,2019,729141261290487,729141236290487,1,1,1.6,18,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_2_11","9_1_11_693",129,693,2,1,11,9,503649918126144,2019,8,2019,729141270290487,729141236290487,1,1,1.2,10,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_2_12","9_1_11_693",372,693,2,1,11,9,503649918126144,2019,8,2019,729141271290487,729141236290487,1,1,1.2,17,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_693_4_14","9_1_11_693",261,693,4,1,11,9,55918216010538,2003,5,2003,55918316010538,55918218010538,1,1,1.3,13,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_693_4_14","9_1_11_693",261,693,4,1,11,9,119774169010661,2008,6,2009,207502847010661,207502797010661,2,2,NA,NA,NA,2003,1,1.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_693_4_15","9_1_11_693",261,693,4,1,11,9,55918216010538,2003,5,2003,55918318010538,55918218010538,1,1,2,17,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_693_4_15","9_1_11_693",261,693,4,1,11,9,119774169010661,2008,6,2009,207502848010661,207502797010661,2,1,2.6,21,74.965282,2003,1,2,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_693_4_15","9_1_11_693",261,693,4,1,11,9,14167118020004,2013,7,2014,255170863489998,255170829489998,2,2,NA,NA,NA,2009,1,2.6,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_693_4_16","9_1_11_693",316,693,4,1,11,9,55918216010538,2003,5,2003,55918320010538,55918218010538,1,1,4.9,40,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_693_4_16","9_1_11_693",316,693,4,1,11,9,119774169010661,2008,6,2009,207502849010661,207502797010661,2,1,4.9,40,74.965282,2003,1,4.9,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_693_4_16","9_1_11_693",316,693,4,1,11,9,14167118020004,2013,7,2014,255170864489998,255170829489998,2,2,NA,NA,NA,2009,1,4.9,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_696_1_1","9_1_11_696",837,696,1,1,11,9,122556117010661,2007,5,2008,163789045010661,163744700010661,1,1,2.3,24,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_696_1_1","9_1_11_696",837,696,1,1,11,9,220913357010661,2011,6,2011,28473980020004,28473973020004,1,2,NA,NA,NA,2008,1,2.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
