"PLOT_UNIQUE_ID","CYCLE","MEASYEAR","n_saplings","n_new_saplings","n_sapling_saplings","n_saplings_to_trees","n_saplings_died","n_saplings_removed","n_saplings_previous","prev_measyear","first_measyear","is_first_measyear","n_sapling_saplings_prop","n_saplings_to_trees_prop","n_saplings_died_prop","n_saplings_removed_prop"
"9_1_5_150",7,2013,0,0,0,0,1,0,1,2008,2004,FALSE,0,0,1,0
"9_1_5_167",6,2011,2,0,2,2,0,0,4,2006,2006,FALSE,0.5,0.5,0,0
"9_1_5_167",7,2017,3,1,2,0,0,0,2,2011,2006,FALSE,1,0,0,0
"9_1_5_187",7,2019,1,0,1,0,0,0,1,2012,2012,FALSE,1,0,0,0
"9_1_5_19",6,2010,8,0,8,1,0,0,9,2006,2006,FALSE,0.888888888888889,0.111111111111111,0,0
"9_1_5_19",7,2015,8,0,8,0,0,0,8,2010,2006,FALSE,1,0,0,0
"9_1_5_20",6,2008,8,1,7,0,0,0,7,2003,2003,FALSE,1,0,0,0
"9_1_5_20",7,2013,8,0,8,0,0,0,8,2008,2003,FALSE,1,0,0,0
"9_1_5_20",8,2020,7,0,7,1,0,0,8,2013,2003,FALSE,0.875,0.125,0,0
"9_1_5_228",6,2011,2,0,2,0,0,0,2,2008,2008,FALSE,1,0,0,0
"9_1_5_228",7,2018,1,0,1,0,1,0,2,2011,2008,FALSE,0.5,0,0.5,0
"9_1_5_237",6,2011,2,0,2,0,0,0,2,2007,2007,FALSE,1,0,0,0
"9_1_5_237",7,2016,1,0,1,0,1,0,2,2011,2007,FALSE,0.5,0,0.5,0
"9_1_5_252",7,2016,1,0,1,0,0,0,1,2010,2010,FALSE,1,0,0,0
"9_1_5_254",6,2008,5,0,5,0,1,0,6,2003,2003,FALSE,0.833333333333333,0,0.166666666666667,0
"9_1_5_254",7,2013,3,0,3,0,2,0,5,2008,2003,FALSE,0.6,0,0.4,0
"9_1_5_254",8,2019,2,0,2,0,1,0,3,2013,2003,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_5_276",6,2010,8,0,8,1,0,0,9,2004,2004,FALSE,0.888888888888889,0.111111111111111,0,0
"9_1_5_276",7,2014,8,1,7,1,0,0,8,2010,2004,FALSE,0.875,0.125,0,0
"9_1_5_276",8,2021,4,0,4,0,4,0,8,2014,2004,FALSE,0.5,0,0.5,0
"9_1_5_287",6,2008,1,0,1,0,1,0,2,2003,2003,FALSE,0.5,0,0.5,0
"9_1_5_287",7,2013,1,0,1,0,0,0,1,2008,2003,FALSE,1,0,0,0
"9_1_5_287",8,2020,0,0,0,0,1,0,1,2013,2003,FALSE,0,0,1,0
"9_1_5_300",6,2010,3,0,3,0,0,0,3,2006,2006,FALSE,1,0,0,0
"9_1_5_300",7,2015,4,1,3,0,0,0,3,2010,2006,FALSE,1,0,0,0
"9_1_5_301",6,2008,0,0,0,0,0,1,1,2003,2003,FALSE,0,0,0,1
"9_1_5_312",6,2009,0,0,0,0,0,0,2,2005,2005,FALSE,0,0,0,0
"9_1_5_340",6,2010,1,0,1,0,0,0,1,2005,2005,FALSE,1,0,0,0
"9_1_5_340",7,2016,1,0,1,0,0,0,1,2010,2005,FALSE,1,0,0,0
"9_1_5_341",6,2009,8,2,6,0,5,0,11,2005,2005,FALSE,0.545454545454545,0,0.454545454545455,0
"9_1_5_341",7,2014,7,0,7,0,1,0,8,2009,2005,FALSE,0.875,0,0.125,0
"9_1_5_341",8,2021,6,1,5,1,1,0,7,2014,2005,FALSE,0.714285714285714,0.142857142857143,0.142857142857143,0
"9_1_5_348",6,2009,4,1,3,0,0,0,3,2005,2005,FALSE,1,0,0,0
"9_1_5_348",7,2015,4,0,4,0,0,0,4,2009,2005,FALSE,1,0,0,0
"9_1_5_36",6,2010,5,0,5,0,0,0,5,2006,2006,FALSE,1,0,0,0
"9_1_5_36",7,2016,6,1,5,0,0,0,5,2010,2006,FALSE,1,0,0,0
"9_1_5_366",6,2008,7,0,7,0,1,0,8,2003,2003,FALSE,0.875,0,0.125,0
"9_1_5_366",7,2013,7,0,7,0,0,0,7,2008,2003,FALSE,1,0,0,0
"9_1_5_366",8,2020,4,0,4,1,2,0,7,2013,2003,FALSE,0.571428571428571,0.142857142857143,0.285714285714286,0
"9_1_5_375",6,2008,0,0,0,0,1,0,1,2003,2003,FALSE,0,0,1,0
"9_1_5_382",6,2009,2,0,2,0,1,0,3,2003,2003,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_5_382",7,2013,2,0,2,0,0,0,2,2009,2003,FALSE,1,0,0,0
"9_1_5_382",8,2019,2,0,2,0,0,0,2,2013,2003,FALSE,1,0,0,0
"9_1_5_390",6,2010,15,1,14,0,0,0,14,2004,2004,FALSE,1,0,0,0
"9_1_5_390",7,2015,12,0,12,0,3,0,15,2010,2004,FALSE,0.8,0,0.2,0
"9_1_5_390",8,2021,5,0,5,0,7,0,12,2015,2004,FALSE,0.416666666666667,0,0.583333333333333,0
"9_1_5_414",6,2011,2,0,2,0,0,0,2,2006,2006,FALSE,1,0,0,0
"9_1_5_414",7,2017,2,0,2,0,0,0,2,2011,2006,FALSE,1,0,0,0
"9_1_5_430",6,2010,4,0,4,0,0,0,4,2006,2006,FALSE,1,0,0,0
"9_1_5_430",7,2015,4,0,4,0,0,0,4,2010,2006,FALSE,1,0,0,0
"9_1_5_436",8,2020,0,0,0,0,0,0,1,2013,2013,FALSE,0,0,0,0
"9_1_5_444",6,2011,18,1,17,0,0,0,17,2006,2006,FALSE,1,0,0,0
"9_1_5_444",7,2018,19,3,16,0,2,0,18,2011,2006,FALSE,0.888888888888889,0,0.111111111111111,0
"9_1_5_448",6,2010,5,0,5,0,0,0,5,2005,2005,FALSE,1,0,0,0
"9_1_5_448",7,2015,5,0,5,0,0,0,5,2010,2005,FALSE,1,0,0,0
"9_1_5_449",6,2011,3,0,3,0,0,0,3,2006,2006,FALSE,1,0,0,0
"9_1_5_449",7,2017,2,0,2,0,1,0,3,2011,2006,FALSE,0.666666666666667,0,0.333333333333333,0
"9_1_5_452",6,2008,11,1,10,1,1,0,12,2004,2004,FALSE,0.833333333333333,0.0833333333333333,0.0833333333333333,0
"9_1_5_452",7,2013,5,0,5,1,5,0,11,2008,2004,FALSE,0.454545454545455,0.0909090909090909,0.454545454545455,0
"9_1_5_452",8,2020,3,0,3,0,2,0,5,2013,2004,FALSE,0.6,0,0.4,0
"9_1_5_459",6,2011,2,0,2,0,0,0,2,2007,2007,FALSE,1,0,0,0
"9_1_5_459",7,2018,1,0,1,0,1,0,2,2011,2007,FALSE,0.5,0,0.5,0
"9_1_5_462",6,2011,1,0,1,0,0,0,1,2008,2008,FALSE,1,0,0,0
"9_1_5_462",7,2017,0,0,0,0,1,0,1,2011,2008,FALSE,0,0,1,0
"9_1_5_479",6,2012,4,1,3,0,0,0,5,2008,2008,FALSE,0.6,0,0,0
"9_1_5_479",7,2018,2,1,1,2,1,0,4,2012,2008,FALSE,0.25,0.5,0.25,0
"9_1_5_503",6,2010,4,0,4,0,0,0,4,2005,2005,FALSE,1,0,0,0
"9_1_5_503",7,2015,3,0,3,0,1,0,4,2010,2005,FALSE,0.75,0,0.25,0
"9_1_5_508",7,2014,4,3,1,0,0,0,1,2010,2010,FALSE,1,0,0,0
"9_1_5_508",8,2021,5,1,4,0,0,0,4,2014,2010,FALSE,1,0,0,0
"9_1_5_51",6,2008,2,0,2,0,1,0,3,2003,2003,FALSE,0.666666666666667,0,0.333333333333333,0
