"TREE_UNIQUE_ID","PLOT_UNIQUE_ID","TREE_CN","PREV_TRE_CN","PLT_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE","COUNTYCD","STATECD","PREV_PLT_CN","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","COND_NONSAMPLE_REASN_CD","last_meas_year","last_status","last_DIA","is_sapling","new_sapling","sapling_sapling","sapling_tree","sapling_dead","sapling_removed"
"9_1_1_112_1_2","9_1_1_112",55915064010538,NA,55915032010538,2003,1,1,2,112,1,4.6,38,NA,316,5,1,9,NA,1,NA,2003,11,17,NA,1,1,2,0,41.216342,-73.257988,120,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_112_1_2","9_1_1_112",207500685010661,55915064010538,119774251010661,2008,1,1,2,112,1,4.6,38,NA,316,6,1,9,55915032010538,1,NA,2008,8,26,4.8,2,1,3,0,41.216342,-73.257988,120,NA,2003,1,4.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_1_2","9_1_1_112",255169000489998,207500685010661,14167075020004,2013,1,1,2,112,1,4.7,39,NA,316,7,1,9,119774251010661,1,NA,2013,4,9,4.6,2,1,2,0,41.216342,-73.257988,120,NA,2008,1,4.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_1_2","9_1_1_112",729141615290487,255169000489998,503649931126144,2019,1,1,2,112,1,4.7,56,56,316,8,1,9,14167075020004,1,NA,2019,8,3,6.3,2,1,2,0,41.216342,-73.257988,120,NA,2013,1,4.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_1_3","9_1_1_112",55915066010538,NA,55915032010538,2003,1,1,3,112,1,1,14,NA,531,5,1,9,NA,1,NA,2003,11,17,NA,1,1,2,0,41.216342,-73.257988,120,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_112_1_3","9_1_1_112",207500686010661,55915066010538,119774251010661,2008,1,1,3,112,1,1.2,16,NA,531,6,1,9,55915032010538,1,NA,2008,8,26,4.8,2,1,3,0,41.216342,-73.257988,120,NA,2003,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_1_3","9_1_1_112",255169001489998,207500686010661,14167075020004,2013,1,1,3,112,1,1.4,17,NA,531,7,1,9,119774251010661,1,NA,2013,4,9,4.6,2,1,2,0,41.216342,-73.257988,120,NA,2008,1,1.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_1_3","9_1_1_112",729141616290487,255169001489998,503649931126144,2019,1,1,3,112,1,1.6,24,24,531,8,1,9,14167075020004,1,NA,2019,8,3,6.3,2,1,2,0,41.216342,-73.257988,120,NA,2013,1,1.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_2_1","9_1_1_112",55915072010538,NA,55915032010538,2003,1,2,1,112,1,2.2,24,NA,837,5,1,9,NA,1,NA,2003,11,17,NA,1,1,2,0,41.216342,-73.257988,120,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_112_2_1","9_1_1_112",207500689010661,55915072010538,119774251010661,2008,1,2,1,112,2,NA,NA,NA,837,6,1,9,55915032010538,1,NA,2008,8,26,4.8,2,1,3,0,41.216342,-73.257988,120,NA,2003,1,2.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_112_2_2","9_1_1_112",55915074010538,NA,55915032010538,2003,1,2,2,112,1,1.6,19,NA,316,5,1,9,NA,1,NA,2003,11,17,NA,1,1,2,0,41.216342,-73.257988,120,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_112_2_2","9_1_1_112",207500690010661,55915074010538,119774251010661,2008,1,2,2,112,2,NA,NA,NA,316,6,1,9,55915032010538,1,NA,2008,8,26,4.8,2,1,3,0,41.216342,-73.257988,120,NA,2003,1,1.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_112_3_1","9_1_1_112",55915088010538,NA,55915032010538,2003,1,3,1,112,1,1.9,21,NA,318,5,1,9,NA,1,NA,2003,11,17,NA,1,1,2,0,41.216342,-73.257988,120,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_112_3_1","9_1_1_112",207500697010661,55915088010538,119774251010661,2008,1,3,1,112,1,2,22,NA,318,6,1,9,55915032010538,1,NA,2008,8,26,4.8,2,1,3,0,41.216342,-73.257988,120,NA,2003,1,1.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_3_1","9_1_1_112",255169013489998,207500697010661,14167075020004,2013,1,3,1,112,1,2.1,23,NA,318,7,1,9,119774251010661,1,NA,2013,4,9,4.6,2,1,2,0,41.216342,-73.257988,120,NA,2008,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_112_3_1","9_1_1_112",729141629290487,255169013489998,503649931126144,2019,1,3,1,112,1,2.1,25,25,318,8,1,9,14167075020004,1,NA,2019,8,3,6.3,2,1,2,0,41.216342,-73.257988,120,NA,2013,1,2.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_154_1_1","9_1_1_154",306744433489998,NA,168249059020004,2014,1,1,1,154,1,1.1,10,10,341,7,1,9,144990011010661,1,NA,2014,7,15,5.1,2,1,2,0,41.158096,-73.123865,10,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_154_1_1","9_1_1_154",1255575109290487,306744433489998,719393276290487,2021,1,1,1,154,2,NA,NA,NA,341,8,1,9,168249059020004,1,NA,2021,8,18,7.1,2,1,2,0,41.158096,-73.123865,10,NA,2014,1,1.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_235_2_10","9_1_1_235",62169484010538,NA,55919559010538,2004,1,2,10,235,1,2.1,23,NA,316,5,1,9,NA,1,NA,2005,1,5,6.2,1,115,3,0,41.399729,-73.280223,500,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_235_2_10","9_1_1_235",224823970010661,62169484010538,144991455010661,2009,1,2,10,235,1,2.2,24,NA,316,6,1,9,55919559010538,1,NA,2009,8,6,4.6,2,1,3,0,41.399729,-73.280223,500,NA,2005,1,2.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_235_2_10","9_1_1_235",306744753489998,224823970010661,168249071020004,2014,1,2,10,235,1,2.3,24,NA,316,7,1,9,144991455010661,1,NA,2014,3,26,4.6,2,1,3,0,41.399729,-73.280223,500,NA,2009,1,2.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_235_2_10","9_1_1_235",1255575397290487,306744753489998,719393285290487,2021,1,2,10,235,2,NA,NA,NA,316,8,1,9,168249071020004,1,NA,2021,2,25,6.9,2,1,3,0,41.399729,-73.280223,500,NA,2014,1,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_235_3_6","9_1_1_235",62169496010538,NA,55919559010538,2004,1,3,6,235,1,1.4,17,NA,531,5,1,9,NA,1,NA,2005,1,5,6.2,1,115,3,0,41.399729,-73.280223,500,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_235_3_6","9_1_1_235",224823977010661,62169496010538,144991455010661,2009,1,3,6,235,1,1.5,18,NA,531,6,1,9,55919559010538,1,NA,2009,8,6,4.6,2,1,3,0,41.399729,-73.280223,500,NA,2005,1,1.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_235_3_6","9_1_1_235",306744760489998,224823977010661,168249071020004,2014,1,3,6,235,1,1.7,20,NA,531,7,1,9,144991455010661,1,NA,2014,3,26,4.6,2,1,3,0,41.399729,-73.280223,500,NA,2009,1,1.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_235_3_6","9_1_1_235",1255575404290487,306744760489998,719393285290487,2021,1,3,6,235,1,1.8,20,20,531,8,1,9,168249071020004,1,NA,2021,2,25,6.9,2,1,3,0,41.399729,-73.280223,500,NA,2014,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_247_1_2","9_1_1_247",163785969010661,NA,122556049010661,2007,1,1,2,247,1,2.3,28,28,371,5,1,9,NA,1,NA,2007,8,21,NA,1,1,3,0,41.222127,-73.310724,230,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_247_1_2","9_1_1_247",188371566020004,163785969010661,247050424010661,2012,1,1,2,247,1,2.4,28,28,371,6,1,9,122556049010661,1,NA,2012,5,23,4.8,2,1,3,0,41.222127,-73.310724,230,NA,2007,1,2.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_247_1_2","9_1_1_247",647440800126144,188371566020004,445525691489998,2018,1,1,2,247,2,NA,NA,NA,371,7,1,9,247050424010661,1,NA,2018,5,29,6,2,1,3,0,41.222127,-73.310724,230,NA,2012,1,2.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_26_2_1","9_1_1_26",62286803010538,NA,62286783010538,2005,1,2,1,26,1,3.2,30,NA,372,5,1,9,NA,1,NA,2005,12,21,NA,1,1,5,0,41.326418,-73.31401,720,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_26_2_1","9_1_1_26",224824222010661,62286803010538,144991527010661,2009,1,2,1,26,2,NA,NA,NA,372,6,1,9,62286783010538,1,NA,2009,8,5,3.6,2,1,5,2,41.326418,-73.31401,720,NA,2005,1,3.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_26_2_2","9_1_1_26",62286805010538,NA,62286783010538,2005,1,2,2,26,1,4.1,36,NA,372,5,1,9,NA,1,NA,2005,12,21,NA,1,1,5,0,41.326418,-73.31401,720,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_26_2_2","9_1_1_26",224824223010661,62286805010538,144991527010661,2009,1,2,2,26,1,4.2,36,NA,372,6,1,9,62286783010538,1,NA,2009,8,5,3.6,2,1,5,2,41.326418,-73.31401,720,NA,2005,1,4.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_26_2_2","9_1_1_26",352236192489998,224824223010661,168249072020004,2015,1,2,2,26,2,NA,NA,NA,372,7,1,9,144991527010661,1,NA,2015,3,24,5.6,2,1,5,2,41.326418,-73.31401,720,NA,2009,1,4.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_26_4_1","9_1_1_26",62286827010538,NA,62286783010538,2005,1,4,1,26,1,1.7,20,NA,316,5,1,9,NA,1,NA,2005,12,21,NA,1,1,5,0,41.326418,-73.31401,720,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_26_4_1","9_1_1_26",224824234010661,62286827010538,144991527010661,2009,1,4,1,26,1,1.8,21,NA,316,6,1,9,62286783010538,1,NA,2009,8,5,3.6,2,1,5,2,41.326418,-73.31401,720,NA,2005,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_26_4_1","9_1_1_26",352236204489998,224824234010661,168249072020004,2015,1,4,1,26,1,1.9,21,NA,316,7,1,9,144991527010661,1,NA,2015,3,24,5.6,2,1,5,2,41.326418,-73.31401,720,NA,2009,1,1.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_293_4_7","9_1_1_293",163785813010661,NA,122556043010661,2007,1,4,7,293,1,4.7,39,NA,318,5,1,9,NA,1,NA,2008,5,18,9.4,1,1,3,1,41.323246,-73.376617,660,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_293_4_7","9_1_1_293",188371546020004,163785813010661,247050422010661,2012,1,4,7,293,1,4.9,40,NA,318,6,1,9,122556043010661,1,NA,2012,2,29,3.8,2,1,3,1,41.323246,-73.376617,660,NA,2008,1,4.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_293_4_7","9_1_1_293",647440787126144,188371546020004,445525690489998,2018,1,4,7,293,1,4.9,40,40,318,7,1,9,247050422010661,1,NA,2018,5,9,6.2,2,1,3,1,41.323246,-73.376617,660,NA,2012,1,4.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_310_1_30","9_1_1_310",163785850010661,NA,122556047010661,2007,1,1,30,310,1,1.9,21,NA,318,5,1,9,NA,1,NA,2008,5,18,9.5,1,1,4,0,41.331377,-73.450426,480,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_310_1_30","9_1_1_310",28472119020004,163785850010661,220913433010661,2011,1,1,30,310,1,2.3,24,NA,318,6,1,9,122556047010661,1,NA,2012,1,25,3.7,2,1,4,0,41.331377,-73.450426,480,NA,2008,1,1.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_310_1_30","9_1_1_310",509573693126144,28472119020004,373850923489998,2017,1,1,30,310,1,3.6,36,36,318,7,1,9,220913433010661,1,NA,2017,4,5,5.2,2,1,4,0,41.331377,-73.450426,480,NA,2012,1,2.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_319_1_1","9_1_1_319",74330570010538,NA,74330539010538,2006,1,1,1,319,1,2,22,NA,372,5,1,9,NA,1,NA,2006,9,27,NA,1,1,5,0,41.306481,-73.292065,460,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_319_1_1","9_1_1_319",28472148020004,74330570010538,220913431010661,2011,1,1,1,319,2,NA,NA,NA,372,6,1,9,74330539010538,1,NA,2012,1,25,5.3,2,1,2,0,41.306481,-73.292065,460,NA,2006,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_319_1_2","9_1_1_319",74330572010538,NA,74330539010538,2006,1,1,2,319,1,3.9,35,NA,372,5,1,9,NA,1,NA,2006,9,27,NA,1,1,5,0,41.306481,-73.292065,460,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_319_1_2","9_1_1_319",28472149020004,74330572010538,220913431010661,2011,1,1,2,319,1,4.1,36,NA,372,6,1,9,74330539010538,1,NA,2012,1,25,5.3,2,1,2,0,41.306481,-73.292065,460,NA,2006,1,3.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_319_1_2","9_1_1_319",459831488489998,28472149020004,304031847489998,2016,1,1,2,319,1,4.3,43,43,372,7,1,9,220913431010661,1,NA,2016,3,15,4.1,2,1,2,0,41.306481,-73.292065,460,NA,2012,1,4.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_319_1_3","9_1_1_319",74330574010538,NA,74330539010538,2006,1,1,3,319,1,2,22,NA,316,5,1,9,NA,1,NA,2006,9,27,NA,1,1,5,0,41.306481,-73.292065,460,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_319_1_3","9_1_1_319",28472150020004,74330574010538,220913431010661,2011,1,1,3,319,2,NA,NA,NA,316,6,1,9,74330539010538,1,NA,2012,1,25,5.3,2,1,2,0,41.306481,-73.292065,460,NA,2006,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_319_2_1","9_1_1_319",74330596010538,NA,74330539010538,2006,1,2,1,319,1,4.2,36,NA,372,5,1,9,NA,1,NA,2006,9,27,NA,1,1,5,0,41.306481,-73.292065,460,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_319_2_1","9_1_1_319",28472161020004,74330596010538,220913431010661,2011,1,2,1,319,2,NA,NA,NA,372,6,1,9,74330539010538,1,NA,2012,1,25,5.3,2,1,2,0,41.306481,-73.292065,460,NA,2006,1,4.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_373_2_6","9_1_1_373",55914799010538,NA,55914751010538,2003,1,2,6,373,1,2.6,21,NA,68,5,1,9,NA,1,NA,2003,11,18,4.9,1,115,2,0,41.24842,-73.373789,440,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_373_2_6","9_1_1_373",207500534010661,55914799010538,119774215010661,2008,1,2,6,373,2,NA,NA,NA,68,6,1,9,55914751010538,1,NA,2008,9,12,4.8,2,1,2,4,41.24842,-73.373789,440,NA,2003,1,2.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_373_2_7","9_1_1_373",55914801010538,NA,55914751010538,2003,1,2,7,373,1,1.7,20,NA,316,5,1,9,NA,1,NA,2003,11,18,4.9,1,115,2,0,41.24842,-73.373789,440,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_373_2_7","9_1_1_373",207500535010661,55914801010538,119774215010661,2008,1,2,7,373,1,1.7,20,NA,316,6,1,9,55914751010538,1,NA,2008,9,12,4.8,2,1,2,4,41.24842,-73.373789,440,NA,2003,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_373_2_7","9_1_1_373",255168724489998,207500535010661,14167065020004,2013,1,2,7,373,1,1.7,22,22,316,7,1,9,119774215010661,1,NA,2013,5,29,4.7,2,1,2,0,41.24842,-73.373789,440,NA,2008,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_373_2_7","9_1_1_373",1225590943290487,255168724489998,567481560126144,2020,1,2,7,373,2,1.6,22,19,316,8,1,9,14167065020004,1,NA,2021,8,25,8.2,2,1,2,0,41.24842,-73.373789,440,NA,2013,1,1.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_423_1_16","9_1_1_423",163785696010661,NA,122556005010661,2007,1,1,16,423,1,2.6,27,NA,316,5,1,9,NA,1,NA,2007,9,20,8.8,1,1,2,0,41.260484,-73.125152,170,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_423_1_16","9_1_1_423",28472073020004,163785696010661,220913469010661,2011,1,1,16,423,1,2.7,27,NA,316,6,1,9,122556005010661,1,NA,2011,6,8,3.7,2,1,1,0,41.260484,-73.125152,170,NA,2007,1,2.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_16","9_1_1_423",647440642126144,28472073020004,445525685489998,2018,1,1,16,423,1,2.8,33,33,316,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,3,2011,1,2.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_16","9_1_1_423",647440642126144,28472073020004,445525685489998,2018,1,1,16,423,1,2.8,33,33,316,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,NA,2018,1,2.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_17","9_1_1_423",163785697010661,NA,122556005010661,2007,1,1,17,423,1,1.7,20,NA,316,5,1,9,NA,1,NA,2007,9,20,8.8,1,1,2,0,41.260484,-73.125152,170,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_423_1_17","9_1_1_423",28472074020004,163785697010661,220913469010661,2011,1,1,17,423,1,1.7,20,NA,316,6,1,9,122556005010661,1,NA,2011,6,8,3.7,2,1,1,0,41.260484,-73.125152,170,NA,2007,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_17","9_1_1_423",647440643126144,28472074020004,445525685489998,2018,1,1,17,423,1,1.8,25,25,316,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,3,2011,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_17","9_1_1_423",647440643126144,28472074020004,445525685489998,2018,1,1,17,423,1,1.8,25,25,316,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,NA,2018,1,1.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_18","9_1_1_423",163785698010661,NA,122556005010661,2007,1,1,18,423,1,1.7,20,NA,316,5,1,9,NA,1,NA,2007,9,20,8.8,1,1,2,0,41.260484,-73.125152,170,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_423_1_18","9_1_1_423",28472075020004,163785698010661,220913469010661,2011,1,1,18,423,1,1.7,20,NA,316,6,1,9,122556005010661,1,NA,2011,6,8,3.7,2,1,1,0,41.260484,-73.125152,170,NA,2007,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_1_18","9_1_1_423",647440644126144,28472075020004,445525685489998,2018,1,1,18,423,2,NA,NA,NA,316,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,3,2011,1,1.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_423_1_18","9_1_1_423",647440644126144,28472075020004,445525685489998,2018,1,1,18,423,2,NA,NA,NA,316,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,NA,2018,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_1_423_4_13","9_1_1_423",163785717010661,NA,122556005010661,2007,1,4,13,423,1,1.8,21,NA,372,5,1,9,NA,1,NA,2007,9,20,8.8,1,1,2,0,41.260484,-73.125152,170,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_423_4_13","9_1_1_423",28472096020004,163785717010661,220913469010661,2011,1,4,13,423,1,2,22,NA,372,6,1,9,122556005010661,1,NA,2011,6,8,3.7,2,1,1,0,41.260484,-73.125152,170,NA,2007,1,1.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_4_13","9_1_1_423",647440664126144,28472096020004,445525685489998,2018,1,4,13,423,1,2.4,25,25,372,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,3,2011,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_423_4_13","9_1_1_423",647440664126144,28472096020004,445525685489998,2018,1,4,13,423,1,2.4,25,25,372,7,1,9,220913469010661,1,NA,2018,8,28,7.2,2,1,1,0,41.260484,-73.125152,170,NA,2018,1,2.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_447_1_26","9_1_1_447",163785759010661,NA,122556041010661,2007,1,1,26,447,1,1.4,17,NA,421,5,1,9,NA,1,NA,2008,4,21,9.4,1,1,3,0,41.403033,-73.337314,660,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_447_1_26","9_1_1_447",188371506020004,163785759010661,247050421010661,2012,1,1,26,447,1,1.6,19,NA,421,6,1,9,122556041010661,1,NA,2012,2,29,3.9,2,1,2,0,41.403033,-73.337314,660,NA,2008,1,1.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_447_1_26","9_1_1_447",729140837290487,188371506020004,503649788126144,2019,1,1,26,447,2,NA,NA,NA,421,7,1,9,247050421010661,1,NA,2019,8,17,7.5,2,1,2,0,41.403033,-73.337314,660,NA,2012,1,1.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_447_2_12","9_1_1_447",163785771010661,NA,122556041010661,2007,1,2,12,447,1,1.3,17,NA,391,5,1,9,NA,1,NA,2008,4,21,9.4,1,1,3,0,41.403033,-73.337314,660,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_447_2_12","9_1_1_447",188371518020004,163785771010661,247050421010661,2012,1,2,12,447,1,1.3,17,NA,391,6,1,9,122556041010661,1,NA,2012,2,29,3.9,2,1,2,0,41.403033,-73.337314,660,NA,2008,1,1.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_447_2_12","9_1_1_447",729140850290487,188371518020004,503649788126144,2019,1,2,12,447,1,1.3,21,21,391,7,1,9,247050421010661,1,NA,2019,8,17,7.5,2,1,2,0,41.403033,-73.337314,660,NA,2012,1,1.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_447_3_8","9_1_1_447",163785781010661,NA,122556041010661,2007,1,3,8,447,1,2.2,24,NA,316,5,1,9,NA,1,NA,2008,4,21,9.4,1,1,3,0,41.403033,-73.337314,660,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_447_3_8","9_1_1_447",188371527020004,163785781010661,247050421010661,2012,1,3,8,447,1,2.4,25,NA,316,6,1,9,122556041010661,1,NA,2012,2,29,3.9,2,1,2,0,41.403033,-73.337314,660,NA,2008,1,2.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_447_3_8","9_1_1_447",729140859290487,188371527020004,503649788126144,2019,1,3,8,447,1,2.9,36,36,316,7,1,9,247050421010661,1,NA,2019,8,17,7.5,2,1,2,0,41.403033,-73.337314,660,NA,2012,1,2.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_478_2_8","9_1_1_478",55914959010538,NA,55914936010538,2003,1,2,8,478,1,3.2,30,NA,318,5,1,9,NA,1,NA,2003,8,19,4.8,1,115,3,0,41.27264,-73.378186,310,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_478_2_8","9_1_1_478",207500621010661,55914959010538,119774255010661,2008,1,2,8,478,2,NA,NA,NA,318,6,1,9,55914936010538,1,NA,2008,9,10,5.1,2,1,4,0,41.27264,-73.378186,310,NA,2003,1,3.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_1_478_3_12","9_1_1_478",55914961010538,NA,55914936010538,2003,1,3,12,478,1,4.3,37,NA,318,5,1,9,NA,1,NA,2003,8,19,4.8,1,115,3,0,41.27264,-73.378186,310,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_1_478_3_12","9_1_1_478",207500637010661,55914961010538,119774255010661,2008,1,3,12,478,1,4.3,37,NA,318,6,1,9,55914936010538,1,NA,2008,9,10,5.1,2,1,4,0,41.27264,-73.378186,310,NA,2003,1,4.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_478_3_12","9_1_1_478",255169090489998,207500637010661,14167077020004,2013,1,3,12,478,1,4.3,37,NA,318,7,1,9,119774255010661,1,NA,2013,5,1,4.6,2,1,4,0,41.27264,-73.378186,310,NA,2008,1,4.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_478_3_12","9_1_1_478",729141671290487,255169090489998,503649932126144,2019,1,3,12,478,1,4.3,43,43,318,8,1,9,14167077020004,1,NA,2019,10,31,6.5,2,1,4,0,41.27264,-73.378186,310,NA,2013,1,4.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_1_486_1_1","9_1_1_486",74330496010538,NA,74330477010538,2006,1,1,1,486,1,2.4,25,NA,371,5,1,9,NA,1,NA,2006,3,16,NA,1,1,5,0,41.403617,-73.207726,480,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
